Year,SchoolCode,Site,3-Math-Advanced,3-Math-Satisfactory,3-Reading-Advanced,3-Reading-Satisfactory,4-Math-Advanced,4-Math-Satisfactory,4-Reading-Advanced,4-Reading-Satisfactory,5-Math-Advanced,5-Math-Satisfactory,5-Reading-Advanced,5-Reading-Satisfactory,5-SocialStudies-Advanced,5-SocialStudies-Satisfactory,5-Science-Advanced,5-Science-Satisfactory,5-Writing-Advanced,5-Writing-Satisfactory,6-Math-Advanced,6-Math-Satisfactory,6-Reading-Advanced,6-Reading-Satisfactory,7-Math-Advanced,7-Math-Satisfactory,7-Reading-Advanced,7-Reading-Satisfactory,7-Geography-Advanced,7-Geography-Satisfactory,8-Math-Advanced,8-Math-Satisfactory,8-Reading-Advanced,8-Reading-Satisfactory,8-History-Advanced,8-History-Satisfactory,8-Science-Advanced,8-Science-Satisfactory,8-Writing-Advanced,8-Writing-Satisfactory,EOI-Algebra-Advanced,EOI-Algebra-Satisfactory,EOI-EnglishII-Advanced,EOI-EnglishII-Satisfactory,EOI-USHistory-Advanced,EOI-USHistory-Satisfactory,EOI-Biology-Advanced,EOI-Biology-Satisfactory,EOI-AlgebraII-Advanced,EOI-AlgebraII-Satisfactory,EOI-Geometry-Advanced,EOI-Geometry-Satisfactory,EOI-EnglishIII-Advanced,EOI-EnglishIII-Satisfactory
2016,16I016505,ELGIN MIDDLE SCHOOL,,,,,,,,,0.36,0.87,0.09,0.79,0.52,0.83,0.29,0.76,,,0.27,0.82,0.11,0.78,0.28,0.83,0.18,0.86,0.47,0.84,0.15,0.75,0.32,0.94,0.35,0.75,0.28,0.8,,,0.83,1,,,,,,,,,,,,
2016,16I016705,ELGIN HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.86,0.22,0.94,0.2,0.74,0.27,0.74,0.08,0.62,0.44,0.93,0.26,0.96
2016,16I132105,CHATTANOOGA ELEMENTARY,0,0.38,0,0.54,0,0.38,0,0.75,0.08,0.38,0,0.85,0.38,0.85,0.15,0.62,,,0.2,0.9,0.1,0.6,0.29,0.86,0.14,0.86,0.57,0.57,0.45,0.7,0.2,0.8,0.1,0.7,0.05,0.8,,,,,,,,,,,,,,,,
2016,16I132705,CHATTANOOGA HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,1,0.46,1,0.14,0.71,0.15,0.62,0.58,0.92,0.5,0.88,0.09,0.73
2016,17I001105,WALTERS ELEMENTARY,0.52,0.96,0.13,0.96,0.46,0.93,0.02,0.9,0.53,0.96,0.18,0.96,0.29,0.82,0.47,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,17I001505,WALTERS MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.16,0.68,0.08,0.7,0.16,0.76,0.13,0.82,0.24,0.63,0.15,0.76,0.05,0.84,0.11,0.7,0.08,0.59,,,,,,,,,,,,,,,,
2016,17I001705,WALTERS HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.86,0.2,0.83,0.18,0.7,0.07,0.37,0.08,0.73,0.18,0.79,0.34,0.88
2016,17I101105,TEMPLE ELEMENTARY,,,,,0.15,0.69,0,0.62,0.22,0.78,0,0.78,0.11,0.22,0.11,0.56,,,0.25,0.75,0,0.63,0.14,0.43,0,0.71,0.14,0.57,0,0.83,0,0.83,0,0.33,0,0.17,,,,,,,,,,,,,,,,
2016,17I101715,TEMPLE HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.78,0.11,0.67,,,0,0.2,0.09,0.64,0.33,0.78,0.18,0.91
2016,17I333105,BIG PASTURE ELEMENTARY,0.29,0.86,0.07,1,0.43,1,0,0.86,0.33,1,0.22,0.67,0.44,0.89,0.22,0.78,,,0.31,0.77,0.15,0.92,0.25,0.88,0.13,1,0.13,0.5,0.47,0.8,0.33,1,0.13,0.67,0.2,0.67,,,,,,,,,,,,,,,,
2016,17I333705,BIG PASTURE HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.83,,,0.11,0.56,,,0.57,1,,,0.44,1
2016,18C001105,WHITE OAK ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,18I006105,KETCHUM ELEMENTARY,0.26,0.84,0.03,0.89,0.38,0.83,0,0.75,0.48,0.9,0.14,0.9,0.62,0.9,0.29,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,18I006505,KETCHUM MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0,0.5,0,0.65,0.05,0.91,0.23,0.95,0.41,0.73,0.18,0.5,0.17,0.7,0.1,0.4,0.2,0.83,,,0.25,0.75,,,,,,,,,,,,
2016,18I006705,KETCHUM HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.93,0.28,0.97,0.18,0.69,0.21,0.68,,,0,0.5,0.07,0.86
2016,18I017115,WELCH ELEMENTARY,0.56,0.78,0.22,0.89,0.2,0.75,0,0.9,0.23,0.62,0.23,0.85,0.54,0.85,0.15,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,18I017515,WELCH MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.07,0.71,0,1,0.43,0.93,0.29,1,0.57,0.64,0.38,0.75,0.18,0.91,0.27,0.73,0.09,0.73,,,,,,,,,,,,,,,,
2016,18I017715,WELCH HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.56,0.2,1,0,0.56,0.1,0.6,0.38,0.63,0.29,0.92,0.21,1
2016,18I020105,BLUEJACKET ELEMENTARY,0.13,0.63,0,0.88,0.33,1,0,1,0.33,0.83,0,0.67,0.67,1,0.17,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,18I020505,BLUEJACKET MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.07,0.64,0,0.43,0.38,0.77,0.08,0.77,0.23,0.38,0.12,0.29,0.12,0.88,0.06,0.47,0.06,0.53,,,,,,,,,,,,,,,,
2016,18I020705,BLUEJACKET HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.82,0,0.92,0,0.5,0,0.55,0.08,0.58,0.15,0.92,0.08,1
2016,18I065200,VINITA ELEMENTARY,0.13,0.61,0.01,0.77,0.12,0.76,0,0.79,0.19,0.74,0.1,0.72,0.76,0.88,0.21,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,18I065510,EWING HALSELL MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.23,0.79,0.05,0.74,0.15,0.39,0.18,0.73,0.16,0.35,0.2,0.82,0.21,0.92,0.33,0.7,0.21,0.74,,,0.83,0.96,,,,,,,,,,,,
2016,18I065705,VINITA HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.95,0.13,0.87,0.17,0.71,0.16,0.66,0.61,0.94,0.52,0.97,0.25,0.91
2016,19C008105,LONE STAR ELEMENTARY,0.36,0.83,0.01,0.79,0.39,0.92,0.03,0.88,0.25,0.81,0.08,0.8,0.52,0.89,0.08,0.6,,,0.09,0.75,0.06,0.78,0.22,0.78,0.14,0.78,0.5,0.86,0.16,0.6,0.32,0.9,0.11,0.55,0.11,0.6,,,0.47,1,,,,,,,,,,,,
2016,19C012105,GYPSY ELEMENTARY,0.13,0.88,0,0.75,,,,,,,,,,,,,,,,,,,0,0.33,0,0.5,0.17,0.5,,,,,,,,,,,,,,,,,,,,,,,,
2016,19C034105,PRETTY WATER ELEMENTARY,0.36,0.79,0.07,0.71,0.5,0.93,0,1,0.21,0.75,0.13,0.75,0.17,0.67,0.08,0.46,,,0.16,0.8,0.04,0.52,0.3,0.95,0.15,0.85,0.1,0.6,0.23,0.69,0.31,0.92,0.15,0.15,0.15,0.38,,,,,,,,,,,,,,,,
2016,19C035105,ALLEN-BOWDEN ELEMENTARY,0,0.41,0,0.59,0.08,0.5,0,0.62,0.16,0.56,0,0.6,0.16,0.52,0.12,0.56,,,0.08,0.44,0.04,0.6,0.32,0.86,0.07,0.75,0.11,0.46,0.44,1,0.16,0.96,0.16,0.68,0.2,0.8,,,0.81,1,,,,,,,,,,,,
2016,19I002110,EDISON ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,19I002115,COLLINS ELEMENTARY,0.23,0.8,0.02,0.88,0.23,0.81,0.07,0.86,0.72,0.96,0.13,0.91,0.76,0.98,0.38,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,19I002505,BRISTOW MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.43,0.88,0.09,0.82,0.18,0.83,0.18,0.91,0.54,0.85,0.18,0.73,0.2,0.88,0.21,0.54,0.13,0.55,,,0.21,0.97,,,,,,,,,,,,
2016,19I002705,BRISTOW HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.74,0.12,0.78,0.11,0.46,0.05,0.21,0.18,0.78,0.25,0.79,0.25,0.95
2016,19I003105,MANNFORD LOWER ELEMENTARY,0.43,0.78,0.07,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,19I003110,MANNFORD UPPER ELEMENTARY,,,,,0.26,0.72,0.05,0.82,0.35,0.74,0.18,0.85,0.89,0.99,0.21,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,19I003115,MANNFORD EC CTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,19I003500,MANNFORD MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.21,0.81,0.04,0.8,0.24,0.87,0.24,0.92,0.41,0.71,0.49,0.81,0.24,0.95,0.6,0.89,0.2,0.66,,,,,,,,,,,,,,,,
2016,19I003705,MANNFORD HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.91,0.24,0.94,0.34,0.83,0.19,0.71,,,,,0.08,0.92
2016,19I005105,MOUNDS ELEMENTARY,0,0.54,0,0.61,0.06,0.48,0,0.68,0.27,0.61,0.12,0.68,0.22,0.44,0.07,0.37,,,0.23,0.85,0.12,0.69,0.24,0.79,0.09,0.76,0.24,0.53,0.24,0.56,0.2,0.77,0.11,0.71,0.11,0.66,,,,,,,,,,,,,,,,
2016,19I005705,MOUNDS HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.77,0.16,0.77,0.15,0.67,0.18,0.63,0.06,0.49,0.11,0.64,0.23,0.87
2016,19I017105,OLIVE ELEMENTARY,0.27,0.93,0,0.93,0.09,0.68,0,0.45,0.61,0.94,0.17,0.78,0.5,0.72,0.17,0.56,,,0.23,0.95,0.05,0.73,0.08,0.63,0.13,0.92,0.21,0.58,0.15,0.44,0.04,0.67,0.07,0.37,0.15,0.67,,,,,,,,,,,,,,,,
2016,19I017715,OLIVE HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.73,0.17,0.83,0.25,0.63,0.06,0.47,0,0.78,0.31,0.69,0.19,0.81
2016,19I018105,KIEFER ELEMENTARY,0.3,0.7,0.05,0.7,0.2,0.78,0.04,0.87,0.38,0.82,0.21,0.94,0.74,1,0.21,0.79,,,0.33,0.86,0.12,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,19I018505,RONGEY MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,,,,,0.19,0.86,0.14,0.91,0.34,0.66,0.5,0.85,0.11,0.86,0.46,0.86,0.23,0.74,,,0.81,1,,,,,,,,,0.83,1,,
2016,19I018705,KIEFER HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.93,0.16,0.82,0.2,0.66,0.12,0.51,0.28,0.88,0.47,0.87,0.22,0.89
2016,19I020105,J. F. KENNEDY ELEMENTARY,0.46,0.92,0,0.92,0,0.63,0,0.75,0.5,0.92,0,0.92,0.42,0.83,0.25,0.92,,,0.25,0.58,0.08,0.75,0.33,1,0.33,0.89,0.33,0.67,0.37,1,0.32,0.95,0.16,0.42,0.05,0.68,,,,,,,,,,,,,,,,
2016,19I020715,OILTON HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.73,0.12,0.71,0.14,0.43,0.08,0.69,0,0.46,0.36,1,0,1
2016,19I021105,DEPEW ELEMENTARY,0.15,0.69,0,0.77,0.05,0.53,0,0.74,0.33,0.93,0.07,0.87,0.4,0.73,0.13,0.73,,,0.46,0.85,0,0.62,0.32,0.86,0.36,1,0.27,0.82,0.41,0.93,0.29,0.89,0.37,0.74,0.19,0.78,,,,,,,,,,,,,,,,
2016,19I021705,DEPEW HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.81,0,0.96,0.17,0.6,0.03,0.59,0.16,0.63,0.43,0.91,0.18,0.93
2016,19I031105,KELLYVILLE ELEMENTARY,0.17,0.85,0.02,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,19I031110,KELLYVILLE UPPER ELEMENTARY,,,,,0.21,0.75,0.02,0.71,0.25,0.85,0.05,0.8,0.28,0.65,0.14,0.48,,,0.24,0.76,0.03,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,19I031505,KELLYVILLE MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,,,,,0.12,0.74,0.07,0.76,0.26,0.68,0.02,0.32,0.09,0.85,0.15,0.41,0.2,0.7,,,0.14,1,,,,,,,,,,,,
2016,19I031705,KELLYVILLE HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.35,0.18,0.87,0.16,0.67,0.07,0.49,0.28,0.79,0.34,0.88,0.14,0.89
2016,19I033125,LIBERTY ELEMENTARY,0.1,0.71,0,0.9,0.06,0.59,0,0.71,0.23,0.8,0.06,0.87,0.4,0.9,0.16,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,19I033150,FREEDOM ELEMENTARY,0.51,0.91,0.09,0.93,0.6,1,0.06,0.92,0.5,0.93,0.29,0.98,0.5,0.86,0.31,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,19I033160,JEFFERSON HEIGHTS ELEMENTARY,0.16,0.73,0.05,0.82,0.07,0.6,0,0.6,0.32,0.68,0.16,0.71,0.26,0.61,0.1,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,19I033165,HOLMES PARK ELEMENTARY,0.17,0.55,0,0.74,0.22,0.79,0.03,0.87,0.05,0.65,0.07,0.85,0.4,0.79,0.11,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,19I033505,SAPULPA MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.17,0.67,0.03,0.67,0.14,0.68,0.13,0.73,0.22,0.56,,,,,,,,,,,,,,,,,,,,,,,,
2016,19I033610,SAPULPA JR HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.61,0.21,0.88,0.21,0.65,0.19,0.63,,,0.25,0.8,,,,,0.31,0.71,,,0.85,0.97,,
2016,19I033705,SAPULPA HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.54,0.12,0.79,0.12,0.59,0,0.47,0.24,0.73,0.27,0.82,0.2,0.89
2016,19I039115,BRADLEY ELEMENTARY,0.26,0.79,0.03,0.82,0.29,0.71,0,0.95,0.08,0.64,0.08,0.88,0.56,0.92,0.12,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,19I039505,VIRGIL COOPER MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.2,0.73,0.07,0.8,0.29,0.97,0.13,0.81,0.32,0.58,0.12,0.77,0.07,0.54,0.18,0.61,0.07,0.21,,,,,,,,,,,,,,,,
2016,19I039705,DRUMRIGHT HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.69,0.06,0.73,0.21,0.67,0.06,0.47,0.18,0.71,0.12,0.59,0.22,0.91
2016,20I005105,ARAPAHO-BUTLER ELEMENTARY,0.22,0.94,0.03,0.97,0.31,0.78,0.06,0.75,0.57,0.87,0.17,0.96,0.59,0.86,0.52,0.87,,,0.46,0.86,0.18,0.93,0.09,0.91,0.22,0.91,0.26,0.83,0,0.57,0.44,0.94,0.22,0.67,0.33,0.89,,,0.73,1,,,,,,,,,,,,
2016,20I005715,ARAPAHO-BUTLER HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.75,0.2,1,0.04,0.64,0.3,0.8,0.4,1,0.75,0.95,,
2016,20I007105,THOMAS ELEMENTARY,0.48,1,0.16,1,0.33,1,0.05,0.95,0.44,0.92,0.16,0.88,0.36,0.76,0.4,0.8,,,0.24,0.86,0.03,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,20I007615,THOMAS-FAY-CUSTER JR HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,0.37,0.98,0.2,0.93,0.41,0.8,0.39,0.78,0.28,1,0.28,0.89,0.21,0.89,,,0.47,0.94,,,,,,,,,,,,
2016,20I007715,THOMAS-FAY-CUSTER HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.81,0.12,0.65,0.19,0.76,0.57,0.9,0.76,1,0,1
2016,20I026105,WEATHERFORD EAST ELEMENTARY,0.4,0.85,0.04,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,20I026115,WEATHERFORD WEST ELEMENTARY,,,,,0.19,0.9,0.04,0.87,0.18,0.76,0.15,0.85,0.38,0.82,0.22,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,20I026120,BURCHAM ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,20I026510,WEATHERFORD MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.26,0.8,0.05,0.74,0.31,0.89,0.32,0.89,0.36,0.78,0.31,0.81,0.26,0.94,0.37,0.71,0.31,0.69,,,0.91,1,,,,,,,,,,,,
2016,20I026705,WEATHERFORD HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.89,0.24,0.94,0.32,0.78,0.2,0.58,0.07,0.76,0.55,0.95,0.3,0.99
2016,20I099110,NANCE ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,20I099115,SOUTHWEST ELEMENTARY,0.27,0.66,0.02,0.89,0.19,0.72,0.02,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,20I099120,WASHINGTON ELEMENTARY,,,,,,,,,0.33,0.8,0.1,0.75,0.5,0.84,0.17,0.66,,,0.35,0.88,0.13,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,20I099505,CLINTON MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,,,,,0.07,0.63,0.19,0.74,0.24,0.51,0.09,0.65,0.36,0.94,0.12,0.53,0.14,0.6,,,0.54,0.95,,,,,0.06,0.38,,,0.87,1,,
2016,20I099705,CLINTON HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.51,0.16,0.84,0.12,0.63,0.04,0.25,0,0.15,0.27,0.89,0.1,0.87
2016,21C006105,CLEORA ELEMENTARY,0.6,1,0,1,0.44,1,0,0.89,0.38,0.88,0,0.63,0.5,0.75,0.25,0.88,,,0.22,0.89,0,0.89,,,,,,,,,0.14,1,0.43,0.57,0,0.71,,,,,,,,,,,,,,,,
2016,21C014105,LEACH ELEMENTARY,,,,,0,0.71,0,0.93,0.21,0.86,0,0.86,0.21,0.57,0.14,0.71,,,0.42,0.75,0,0.67,,,,,,,0.27,0.64,0,0.82,0.09,0.55,0.09,0.55,,,,,,,,,,,,,,,,
2016,21C030105,KENWOOD ELEMENTARY,0.08,0.46,0,0.31,0,0.29,0,0.43,0.17,0.17,0,0.17,0,0.17,0,0.17,,,0,0.71,0.14,0.43,0,0.3,0,0.7,0,0.2,0,0.22,0.11,0.78,0,0.11,,,,,,,,,,,,,,,,,,
2016,21C034105,MOSELEY ELEMENTARY,0.18,0.65,0,0.59,0.09,0.82,0,1,0.33,0.83,0.04,0.83,0.29,0.71,0.13,0.5,,,0.14,0.5,0,0.71,0,0.73,0.09,0.73,0.18,0.55,0.29,0.29,0.14,0.71,0.29,0.43,0,0.14,,,,,,,,,,,,,,,,
2016,21I001105,JAY ELEMENTARY,0.23,0.67,0.03,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,21I001305,JAY UPPER ELEMENTARY,,,,,0.3,0.88,0.03,0.65,0.23,0.72,0.1,0.78,0.15,0.59,0.13,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,21I001505,JAY MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.15,0.65,0.01,0.51,0.15,0.68,0.13,0.73,0.24,0.54,0.16,0.53,0.16,0.81,0.12,0.48,0.05,0.48,,,0.76,1,,,,,,,,,,,,
2016,21I001705,JAY HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.88,0.06,0.74,0.14,0.71,0.1,0.37,0.18,0.79,0.41,0.82,0.13,0.89
2016,21I002105,GROVE UPPER ELEMENTARY,,,,,0.41,0.93,0.07,0.93,0.28,0.9,0.17,0.92,0.48,0.86,0.24,0.75,,,0.47,0.94,0.11,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,21I002110,GROVE LOWER ELEMENTARY,0.38,0.91,0.05,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,21I002505,GROVE MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,,,,,0.22,0.9,0.23,0.9,0.29,0.76,0.34,0.78,0.21,0.91,0.33,0.71,0.24,0.81,,,0.89,1,,,,,,,,,,,,
2016,21I002705,GROVE HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.91,0.23,0.91,0.21,0.64,0.13,0.51,0.2,0.57,0.51,0.95,0.3,0.95
2016,21I003105,KANSAS ELEMENTARY,0.28,0.78,0.06,0.89,0.28,0.81,0,0.77,0.23,0.9,0.13,0.87,0.41,0.87,0.28,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,21I003505,KANSAS MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.08,0.56,0,0.75,0.13,0.64,0.21,0.85,0.36,0.64,0.09,0.45,0.28,0.94,0.11,0.62,0.09,0.62,,,,,,,,,,,,,,,,
2016,21I003715,KANSAS HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.93,0.06,0.85,0.15,0.67,0.02,0.21,0.25,0.85,0.22,0.86,0.23,0.98
2016,21I004105,COLCORD ELEMENTARY,0.13,0.79,0,0.75,0.13,0.46,0.04,0.71,0.35,0.87,0.04,0.96,0.22,0.61,0.09,0.52,,,0,0.35,0.09,0.7,0,0.29,0.07,0.79,0.11,0.39,0.1,0.37,0.3,0.87,0,0.67,0.07,0.4,,,,,,,,,,,,,,,,
2016,21I004715,COLCORD HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.83,0.16,0.82,0.1,0.58,0.15,0.52,0,0.24,0.18,0.78,0.19,0.94
2016,21I005105,OAKS-MISSION ELEMENTARY,0.15,0.46,0,0.46,0.18,0.55,0,0.36,0.25,0.5,0,0.42,0.08,0.25,0.08,0.5,,,0.05,0.55,0,0.45,0.08,0.33,0,0.58,0.08,0.5,0,0.2,0.2,0.8,0.2,0.6,0.2,0.6,,,,,,,,,,,,,,,,
2016,21I005715,OAKS-MISSION HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.44,0.08,0.58,0.12,0.65,0,0.11,0,0.13,,,0.05,0.74
2016,22I005105,VICI ELEMENTARY,0.11,0.56,0,0.78,0,0.53,0,0.58,0.48,0.92,0,0.84,0.52,0.92,0.28,0.8,,,0.2,0.95,0,0.8,0.21,0.75,0.21,0.75,0.29,0.58,0.28,0.61,0.17,0.83,0,0.39,0.28,0.83,,,,,,,,,,,,,,,,
2016,22I005705,VICI HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.53,0.05,0.95,0.13,0.56,0.16,0.53,,,0.07,0.93,0.06,0.88
2016,22I008105,SEILING ELEMENTARY,0.4,0.8,0.04,0.92,0.12,0.69,0.04,0.81,0.08,0.75,0.08,0.71,0.21,0.67,0.04,0.54,,,0.04,0.92,0.04,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,22I008615,SEILING JR HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,0.14,0.77,0.09,0.68,0.23,0.68,0.09,0.36,0.05,0.86,0,0.36,0.09,0.64,,,0.29,0.93,,,,,0.11,0.44,,,,,,
2016,22I008715,SEILING SR HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.95,0.15,0.75,,,0.26,0.83,0.48,0.86,0.35,0.95
2016,22I010105,TALOGA ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,0.25,0.88,0.13,0.75,0.25,0.75,,,,,,,,,,,,,,,,,,,,,,,,
2016,22I010705,TALOGA HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.78,0.33,0.83,0.14,0.43,,,,,,,,
2016,23I002105,FARGO ELEMENTARY,0.18,0.88,0,1,0.38,0.63,0.13,1,0.14,0.57,0.07,0.57,0.07,0.57,0.07,0.57,,,0,0.86,0,1,0.1,0.6,0.2,0.9,0.4,0.9,0.6,0.9,0.1,1,0.4,0.7,0.2,0.8,,,,,,,,,,,,,,,,
2016,23I002705,FARGO HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.86,0.27,0.73,0.29,0.71,0.08,0.33,0,0.29,0.33,0.58,0.43,1
2016,23I003105,ARNETT ELEMENTARY,0.08,0.75,0,0.83,0.33,1,0,0.78,0.58,1,0.08,1,0.58,0.92,0.42,0.92,,,0.36,0.71,0.14,0.86,0.25,0.88,0.25,0.75,0.25,0.38,0.38,0.75,0.38,1,0.13,0.5,0.25,0.75,,,,,,,,,,,,,,,,
